CO,NO,NO2,NOX,O3,PM10,PM25,SO2
0.9622685185185184,13.831140350877194,29.712719298245613,43.56798245614035,33.471014492753625,54.82446549707122,30.595000178294956,3.8267965949762246
0.6106728538283063,7.929515418502203,21.08590308370044,29.00660792951541,24.540834845735027,42.10199004975125,24.50871080139373,5.218673218673219
0.7114634146341463,16.601382488479263,26.64516129032258,43.26728110599078,19.58679245283019,45.24503311258278,28.20967741935484,3.5315558002583782
0.9169950738916256,33.43356643356643,31.664335664335663,65.14918414918415,9.396190476190476,57.624708624708624,39.48409893992933,3.7689370530304527
0.5936840207704073,19.10272849181144,24.65608465608465,74.37830687830687,17.697916666666668,35.97995991983968,21.185915492957747,2.5782493368700266
0.6809976247030879,28.10089686098655,20.565022421524663,48.69730941704036,18.87921847246892,30.4369918699187,11.111702127659576,1.6094808126410836
0.5441037735849057,19.013392857142858,20.770089285714285,39.816964285714285,21.68661971830986,26.66737288135593,9.575498575498576,1.420353982300885
0.5049077827259926,20.79385964912281,22.396929824561404,43.19956140350877,22.16526138279933,32.295597484276726,10.45658263305322,1.4714912280701755
0.6703016241299304,24.79814385150812,23.832876172634275,50.01624129930394,26.90747330960854,38.97867803837953,13.53295128939828,1.7428571428571429
0.6180555555555556,16.52019002375297,21.63420427553444,38.1686460807601,16.76909722222222,27.02552204176334,8.932258064516128,1.3486842105263157
0.8253968253968254,20.25298402644718,24.16981132075472,59.16711590296496,23.722672064777328,37.0304449648712,9.73941368078176,1.6240601503759398
0.7506656349762486,27.145477683037143,38.783482142857146,61.23020795764253,13.93661971830986,54.22198275862069,19.502906976744185,2.982142857142857
0.7836644591611479,21.74172185430464,29.249448123620308,50.99779249448124,14.921465968586388,25.38702460850112,11.801223241590217,5.09271523178808
0.6786813186813186,25.47345132743363,18.101769911504423,43.57743362831859,16.721254355400696,17.32888888888889,13.689906488703697,1.3215859030837005
0.9214912280701756,22.485030562622132,26.644736842105264,66.30263157894737,22.95644599303136,51.80366596550326,10.92090395480226,1.87280701754386
0.7732460853218547,28.088498045544565,37.20044052863436,63.055537141237245,15.177083333333334,54.40591966173361,21.055710306406684,2.8461538461538463
0.6837424179630133,22.399639962364514,34.95488721804512,57.02231275567238,32.091633466135455,52.11974789915966,26.676880222841227,4.105263157894737
0.7263963629515954,26.24766314358111,37.80898876404494,61.535275299162215,28.615384615384617,58.91649269311065,25.30167597765363,3.1415929203539825
0.9919821826280624,26.557522123893804,39.09734513274336,65.64380530973452,24.151142355008787,64.25646551724138,37.78151260504202,4.219065916888934
0.781504621887607,31.244041536987037,37.55383548598711,74.25531914893617,24.639455782312925,67.11066398390342,35.098404255319146,6.013513513513513
0.642823665773799,18.760250181496215,27.920179709432308,49.80717114267508,28.524956970740103,64.90160642570281,30.18351063829787,5.661363636363636
0.8469298245614035,19.60047281323877,37.52009456264776,57.14893617021277,40.81660899653979,60.3150406504065,28.77211796246649,5.362385321100917
0.9270334928229664,34.72222222222222,37.96031746031746,72.64021164021165,32.62595419847328,60.41603053435114,29.30049261083744,8.02659574468085
0.8496036688510924,28.81578947368421,36.911051023171424,69.06798245614036,42.5443686006826,74.8212927756654,39.997549019607845,4.064814814814815
0.8136661882498358,33.2247191011236,32.38960416445429,64.97632818760324,38.3458110516934,72.47442169349664,35.58080808080808,3.2995391705069124
0.6143157894736843,16.033259423503328,27.78713968957872,43.78270509977827,23.103146853146853,48.5390625,17.400510204081634,2.206140350877193
0.6046315789473684,28.11111111111111,20.38888888888889,48.5162037037037,23.708967851099832,39.46767087123,11.046035805626598,2.1826280623608016
0.9474358974358974,23.189526184538654,33.70492625170623,67.37406483790524,17.707401032702236,75.29508196721312,27.902080609288678,3.62794891194795
0.4143143386385099,13.935435151219359,19.878562170921956,34.35408552823399,11.556,22.692785328960937,10.538420096766702,1.5562548833936323
0.7318911779085785,21.064989889925858,32.50958691729532,54.010786053662855,22.7779632721202,80.69540229885058,36.70149253731344,3.7270916334661353
0.8685714285714285,24.604530353100944,25.803992699336646,53.83538083538083,29.09515859766277,42.79389312977099,21.444444444444443,2.495029821073558
0.8219780219780219,21.279411764705884,30.67156862745098,51.38849319934551,34.60100166944908,54.31643002028397,28.04208731944377,2.769383697813121
0.8696703296703296,36.14742014742015,27.644384252654607,66.01719901719902,25.918333333333333,41.32919254658385,20.053287283886267,2.2043650793650795
0.7617782705961923,27.68347407882816,36.98522167487685,62.60079598661881,29.812395309882746,62.80448065173116,23.98123324396783,3.2315369261477045
0.9415189873417722,29.487323943661973,34.10005936922315,72.76901408450705,33.61730769230769,66.71383841348573,30.34875682367826,4.722028957059393
0.966741573033708,31.94655482713217,35.41967272136618,74.29145728643216,37.09044368600683,72.9070707070707,34.37765957446808,4.671386370666735
0.8203947368421053,25.20343137254902,37.68872549019608,62.91421568627451,34.35666666666667,78.37424547283702,33.606770833333336,5.138260230894433
0.7427631578947368,19.32758620689655,36.785714285714285,56.1551724137931,30.33333333333333,52.35757575757576,28.58485639686684,4.049442366917796
0.8070175438596491,29.403850904940853,32.325520833333336,70.13541666666667,27.72332055102088,77.34791666666666,27.14854111405836,4.12620728875597
0.6171052631578947,18.61228529823415,32.81127450980392,45.2671568627451,22.33333333333333,54.37903225806452,25.08355091383812,5.113250676784956
0.7451127819548872,22.685393258426966,37.90730337078652,60.592696629213485,16.96564885496183,59.57936507936508,33.00262467191601,4.504545118614838
0.7938053097345132,29.374384236453203,36.8128078817734,66.20443349753694,28.02675585284281,61.48,31.11488250652741,4.079214747261653
0.668640350877193,28.135135135135137,30.91400491400492,59.07125307125307,28.25542570951586,58.82424242424243,22.6710875331565,4.393144403635938
